diff,fp,rx
0.11100006103515625,-80.5,-78.5
0.12400007247924805,-80.5,-78.0
0.0840001106262207,-80.5,-78.0
0.11899995803833008,-81.0,-78.0
0.11100006103515625,-80.5,-78.0
0.12199997901916504,-81.0,-78.0
0.06399989128112793,-80.0,-77.5
0.09100008010864258,-81.0,-78.0
0.07500004768371582,-80.5,-78.0
0.09500002861022949,-80.5,-77.5
0.10400009155273438,-81.0,-78.0
0.051000118255615234,-82.0,-78.0
0.12400007247924805,-80.5,-78.0
0.07999992370605469,-80.5,-78.0
0.0710000991821289,-80.5,-78.5
0.07299995422363281,-80.0,-78.0
0.0710000991821289,-81.0,-78.5
0.06200003623962402,-80.0,-78.0
0.09500002861022949,-81.0,-78.5
0.08599996566772461,-80.0,-77.5
0.06599998474121094,-81.0,-78.0
0.09999990463256836,-80.5,-77.5
0.0710000991821289,-80.5,-77.5
0.10400009155273438,-81.5,-78.0
0.10199999809265137,-80.5,-77.5
0.0840001106262207,-81.0,-78.0
0.12199997901916504,-81.0,-78.0
0.059999942779541016,-81.0,-77.5
0.12599992752075195,-80.5,-78.0
0.10599994659423828,-82.0,-78.5
0.0969998836517334,-80.5,-78.0
0.06599998474121094,-80.0,-78.0
0.0820000171661377,-81.5,-78.5
0.11299991607666016,-80.0,-78.0
0.10400009155273438,-81.0,-78.0
0.09100008010864258,-81.5,-78.0
0.0710000991821289,-80.0,-77.5
0.07999992370605469,-80.5,-78.0
0.11899995803833008,-81.0,-78.0
0.11299991607666016,-80.5,-77.5
0.12400007247924805,-81.5,-78.0
0.10400009155273438,-80.5,-78.0
0.051000118255615234,-81.5,-78.0
0.11899995803833008,-81.0,-78.0
0.039999961853027344,-80.0,-78.0
0.07299995422363281,-81.0,-78.0
0.04399991035461426,-80.0,-78.0
0.05500006675720215,-81.0,-78.5
0.10400009155273438,-80.5,-78.0
0.07500004768371582,-80.5,-78.5
0.11700010299682617,-81.0,-78.5
0.06399989128112793,-80.5,-78.0
0.07999992370605469,-81.0,-78.0
0.07500004768371582,-80.5,-78.0
0.0690000057220459,-81.5,-78.0
0.051000118255615234,-80.5,-78.0
0.03099989891052246,-81.5,-78.0
0.0969998836517334,-80.5,-78.0
0.03299999237060547,-81.5,-78.0
0.11500000953674316,-81.0,-78.0
0.03800010681152344,-81.5,-78.0
0.0840001106262207,-81.0,-78.5
0.07299995422363281,-80.0,-78.0
0.07999992370605469,-81.0,-78.5
0.0820000171661377,-80.0,-78.0
0.07500004768371582,-81.0,-78.0
0.10599994659423828,-80.5,-78.0
0.07699990272521973,-81.0,-78.0
0.07699990272521973,-80.0,-78.0
0.09100008010864258,-81.0,-78.0
0.0969998836517334,-80.5,-77.5
0.09999990463256836,-80.5,-78.0
0.03500008583068848,-80.5,-78.0
0.0820000171661377,-80.5,-77.5
0.11700010299682617,-81.0,-78.5
0.03800010681152344,-81.0,-78.0
0.0840001106262207,-80.0,-78.0
0.09299993515014648,-80.0,-77.5
0.06399989128112793,-81.0,-78.5
0.08800005912780762,-80.5,-78.0
0.03800010681152344,-80.5,-78.0
0.10400009155273438,-81.0,-78.0
0.0710000991821289,-81.0,-78.5
0.0969998836517334,-80.0,-78.0
0.0840001106262207,-81.0,-78.0
0.0690000057220459,-80.5,-78.0
0.09100008010864258,-80.5,-78.0
0.0710000991821289,-81.0,-78.0
0.09299993515014648,-81.0,-77.5
0.11899995803833008,-81.0,-78.0
0.07999992370605469,-81.0,-78.0
0.09500002861022949,-81.0,-78.0
0.03800010681152344,-81.5,-78.0
0.10800004005432129,-80.5,-78.0
0.11100006103515625,-80.0,-78.0
0.0969998836517334,-80.5,-78.0
