diff,fp,rx
0.04099979400634801,-82.0,-79.0
0.08100023269653356,-81.0,-79.0
0.07899990081787145,-80.5,-79.5
0.033999824523926137,-80.5,-79.5
0.055000209808349965,-81.0,-79.0
0.10200014114379918,-81.5,-79.0
0.08400001525878942,-81.0,-79.0
0.057999992370605824,-81.5,-79.5
0.06200017929077184,-81.5,-79.5
0.030000114440918324,-81.0,-79.0
0.05100002288818395,-81.5,-79.5
0.047999763488769887,-81.5,-79.5
0.08100023269653356,-80.5,-79.5
0.05100002288818395,-80.5,-79.5
0.0370000839233402,-80.5,-79.0
0.09500017166137731,-81.5,-79.5
0.10200014114379918,-81.0,-79.5
0.04599990844726598,-81.5,-79.5
0.09799995422363317,-81.0,-79.5
0.05100002288818395,-81.0,-79.5
-0.0029998779296871447,-81.0,-79.5
0.030000114440918324,-81.5,-79.5
0.07600011825561559,-80.5,-79.0
0.08400001525878942,-80.5,-79.5
0.055000209808349965,-80.5,-79.5
0.09500017166137731,-80.5,-79.0
0.038999938964844105,-82.5,-79.5
0.014999771118164418,-82.0,-79.5
0.09099998474121129,-81.0,-79.5
0.08100023269653356,-81.0,-79.5
0.01800003051757848,-81.0,-79.5
0.0649999618530277,-81.5,-79.5
0.04099979400634801,-80.5,-79.0
0.07199993133544957,-80.5,-79.5
0.09099998474121129,-80.5,-79.0
0.08599987030029332,-82.0,-79.0
0.007999801635742543,-81.5,-79.5
0.09799995422363317,-81.0,-79.5
0.052999877929687855,-80.5,-79.0
0.030000114440918324,-82.0,-79.5
0.0370000839233402,-81.0,-79.5
0.05100002288818395,-80.5,-79.0
0.030000114440918324,-80.5,-79.0
0.10200014114379918,-82.0,-79.5
0.047999763488769887,-81.0,-79.5
0.07199993133544957,-81.5,-79.5
0.07399978637695348,-81.0,-79.0
0.0059999465942386365,-82.0,-79.0
0.0649999618530277,-81.0,-79.5
0.03199996948242223,-80.5,-79.5
0.012999916076660512,-81.0,-79.0
0.05100002288818395,-81.0,-79.0
0.08599987030029332,-80.5,-79.5
0.09999980926513707,-80.5,-79.0
0.033999824523926137,-81.5,-79.5
0.10200014114379918,-81.0,-79.5
0.04599990844726598,-81.5,-79.0
0.07399978637695348,-81.0,-79.5
0.014999771118164418,-80.5,-79.5
0.03199996948242223,-81.0,-79.0
0.06200017929077184,-81.0,-79.5
0.07199993133544957,-80.5,-79.5
0.12800016403198278,-81.0,-79.0
0.08800020217895543,-82.5,-79.5
0.05999984741210973,-81.0,-79.5
0.08800020217895543,-81.0,-79.0
0.012999916076660512,-81.0,-79.5
0.06900014877319371,-81.5,-79.5
0.09099998474121129,-80.5,-79.0
0.05100002288818395,-80.5,-79.0
0.07399978637695348,-81.5,-79.0
0.07899990081787145,-81.0,-79.0
0.09500017166137731,-81.0,-79.5
0.07399978637695348,-81.0,-79.5
0.04599990844726598,-81.0,-79.0
0.047999763488769887,-82.0,-79.0
0.07600011825561559,-80.5,-79.5
0.030000114440918324,-80.5,-79.5
0.04599990844726598,-80.5,-79.0
0.05999984741210973,-81.0,-79.0
0.08800020217895543,-82.0,-79.0
0.08599987030029332,-81.0,-79.5
0.055000209808349965,-81.5,-79.5
0.055000209808349965,-81.0,-79.0
0.014999771118164418,-81.0,-79.0
0.06200017929077184,-82.0,-79.0
0.08599987030029332,-81.0,-79.5
0.06200017929077184,-80.5,-79.0
0.055000209808349965,-80.5,-79.5
0.0929998397827152,-81.5,-79.0
0.09500017166137731,-81.5,-79.0
0.06200017929077184,-81.5,-79.5
0.07199993133544957,-81.0,-79.5
0.044000053405762074,-81.0,-79.5
0.04099979400634801,-81.0,-79.0
0.05999984741210973,-81.5,-79.5
0.0649999618530277,-80.5,-79.5
0.05999984741210973,-80.0,-79.0
0.08400001525878942,-80.5,-79.5
