diff,fp,rx
0.07800006866455078,-81.5,-79.0
0.11299991607666016,-80.0,-79.0
0.08500003814697266,-81.5,-79.0
0.09200000762939453,-80.5,-79.0
0.07299995422363281,-82.0,-78.5
0.07999992370605469,-80.0,-78.5
0.10299992561340332,-81.0,-79.0
0.0559999942779541,-80.5,-79.0
0.08699989318847656,-81.0,-79.5
0.002000093460083008,-81.5,-79.0
0.053999900817871094,-81.0,-78.5
0.0,-81.5,-79.0
0.03500008583068848,-81.0,-79.0
-0.026000022888183594,-81.0,-78.5
0.03299999237060547,-81.0,-79.0
0.03299999237060547,-81.0,-79.0
-0.01699995994567871,-82.0,-79.0
0.03099989891052246,-81.0,-78.5
0.04500007629394531,-81.0,-79.0
0.002000093460083008,-81.0,-78.5
0.07299995422363281,-81.0,-79.0
0.023999929428100586,-81.0,-78.5
0.06100010871887207,-81.5,-79.0
0.06100010871887207,-81.0,-79.0
-0.009000062942504883,-82.0,-79.0
0.06100010871887207,-80.5,-79.0
-0.006999969482421875,-81.0,-78.5
0.10599994659423828,-80.5,-78.5
0.06100010871887207,-80.5,-79.0
0.09200000762939453,-81.0,-78.5
0.07500004768371582,-80.5,-78.5
0.04900002479553223,-82.0,-79.5
0.07800006866455078,-80.5,-78.5
0.03800010681152344,-81.5,-79.0
0.11500000953674316,-80.5,-78.5
0.0559999942779541,-81.0,-79.0
0.11700010299682617,-80.5,-79.0
0.07999992370605469,-80.5,-79.0
0.10299992561340332,-80.5,-79.0
0.0559999942779541,-81.5,-79.0
0.12199997901916504,-80.5,-78.5
0.10100007057189941,-81.0,-79.0
0.11500000953674316,-80.5,-78.5
0.10299992561340332,-81.5,-79.0
0.11999988555908203,-80.5,-79.0
0.08500003814697266,-81.5,-79.0
0.11700010299682617,-80.5,-79.0
0.08500003814697266,-81.0,-79.0
0.13100004196166992,-80.5,-78.5
0.07500004768371582,-81.5,-79.0
0.07500004768371582,-81.5,-79.0
0.0989999771118164,-80.5,-79.0
0.03800010681152344,-81.0,-79.0
0.06999993324279785,-80.5,-79.0
0.03800010681152344,-81.0,-79.0
0.05900001525878906,-80.5,-79.0
0.012000083923339844,-81.5,-79.0
0.09200000762939453,-80.5,-78.5
0.01699995994567871,-81.0,-78.5
0.002000093460083008,-81.5,-78.5
-0.01699995994567871,-81.5,-79.0
-0.03099989891052246,-82.0,-79.0
0.020999908447265625,-81.5,-79.0
-0.012000083923339844,-81.5,-78.5
0.03099989891052246,-81.5,-78.5
0.009999990463256836,-81.0,-78.5
0.03099989891052246,-81.5,-78.5
0.01699995994567871,-81.0,-79.0
0.020999908447265625,-81.5,-78.5
0.039999961853027344,-80.5,-79.0
0.005000114440917969,-81.5,-79.0
0.0559999942779541,-81.0,-79.0
0.0,-82.0,-79.0
0.06299996376037598,-80.5,-79.0
0.04200005531311035,-81.0,-79.0
0.0820000171661377,-81.0,-79.0
0.0559999942779541,-80.0,-78.5
0.04699993133544922,-81.5,-78.5
0.07500004768371582,-80.5,-78.5
0.0559999942779541,-81.0,-79.0
0.0989999771118164,-80.5,-78.5
0.0280001163482666,-81.5,-79.0
0.0989999771118164,-80.5,-78.5
0.06299996376037598,-81.5,-79.0
0.1380000114440918,-80.0,-78.5
0.08899998664855957,-81.5,-79.0
0.1380000114440918,-80.0,-78.5
0.08500003814697266,-81.5,-79.0
0.14100003242492676,-80.5,-78.5
0.06999993324279785,-81.5,-79.0
0.127000093460083,-80.5,-78.5
0.0559999942779541,-80.5,-79.0
0.12400007247924805,-80.5,-78.5
0.06599998474121094,-80.5,-79.0
0.11999988555908203,-80.5,-79.0
0.07299995422363281,-81.0,-79.0
0.15000009536743164,-80.5,-78.5
0.04900002479553223,-81.5,-79.5
