diff,fp,rx
0.03300018310546893,-80.5,-79.5
0.03300018310546893,-80.5,-79.0
0.04499979019165057,-81.0,-79.5
0.06199998855590838,-81.5,-79.0
0.06199998855590838,-81.5,-79.0
0.04299993515014666,-81.0,-79.0
0.055000019073486506,-82.0,-79.5
0.055000019073486506,-81.5,-79.5
0.030999851226806818,-81.0,-79.5
0.07699985504150408,-81.0,-79.5
0.06199998855590838,-80.5,-79.0
0.08600015640258807,-81.5,-79.5
0.10799999237060565,-81.5,-79.0
0.0790001869201662,-82.0,-79.0
0.060000133514404475,-81.0,-79.0
0.07400007247924822,-81.5,-79.0
0.03599996566772479,-80.5,-79.5
0.002000045776367365,-81.5,-80.0
0.03300018310546893,-81.5,-79.5
-0.015000152587890447,-82.0,-79.0
0.002000045776367365,-82.0,-79.0
0.010999870300293146,-82.0,-79.0
0.06499977111816424,-82.0,-79.0
0.0400001525878908,-81.5,-79.0
0.08399982452392596,-81.0,-78.5
0.08399982452392596,-81.0,-79.5
0.0940000534057619,-81.0,-79.0
0.0940000534057619,-81.0,-79.0
0.021000099182129084,-81.5,-79.5
0.04999990463256854,-81.5,-79.5
0.018999767303466975,-83.0,-79.0
0.02800006866455096,-83.0,-79.0
0.015999984741211115,-82.0,-79.0
0.03300018310546893,-81.5,-79.5
0.02299995422363299,-81.0,-79.5
0.03599996566772479,-80.5,-79.0
0.060000133514404475,-80.5,-79.0
0.09799976348876971,-81.0,-79.0
0.0810000419616701,-81.5,-79.5
0.06199998855590838,-82.0,-79.0
0.06499977111816424,-81.5,-78.5
0.07200021743774432,-81.5,-79.0
0.0810000419616701,-82.0,-79.5
0.14700002670288104,-82.0,-79.5
0.11300010681152362,-81.5,-79.5
0.07400007247924822,-81.5,-79.5
0.0810000419616701,-82.0,-79.5
0.06700010299682635,-82.5,-79.0
0.07400007247924822,-81.5,-79.0
0.0810000419616701,-81.5,-79.0
0.10100002288818377,-81.0,-78.5
0.11800022125244158,-81.5,-79.0
0.07200021743774432,-81.5,-79.0
0.04999990463256854,-81.5,-80.0
0.07400007247924822,-81.5,-79.5
0.0810000419616701,-82.5,-80.0
0.003999900817871271,-82.0,-79.5
0.03599996566772479,-82.5,-79.0
0.015999984741211115,-82.0,-79.0
0.06199998855590838,-81.0,-79.0
0.04499979019165057,-81.0,-79.0
0.07200021743774432,-80.5,-79.0
0.0810000419616701,-80.5,-79.0
0.09099979400634783,-81.0,-79.0
0.09799976348876971,-81.0,-79.0
0.04800004959106463,-82.0,-79.5
0.06700010299682635,-81.0,-79.0
0.002000045776367365,-81.5,-79.5
0.04499979019165057,-81.5,-79.5
0.05699987411499041,-81.0,-79.5
0.0400001525878908,-81.0,-79.0
0.06899995803833026,-81.5,-79.5
0.06899995803833026,-81.5,-78.5
0.05699987411499041,-81.5,-79.0
0.07200021743774432,-81.5,-79.0
0.0959999084472658,-81.0,-78.5
0.10999984741210955,-81.0,-79.0
0.04999990463256854,-81.5,-79.5
0.04800004959106463,-81.5,-79.5
0.0810000419616701,-82.0,-79.0
0.003999900817871271,-82.5,-79.5
-0.03199987411499006,-82.0,-79.5
0.007000160217285334,-81.5,-79.0
0.003999900817871271,-81.0,-79.5
0.0790001869201662,-80.5,-79.0
0.0940000534057619,-80.5,-78.5
0.10100002288818377,-81.5,-79.0
0.05699987411499041,-82.0,-79.5
0.08600015640258807,-82.0,-79.0
0.0940000534057619,-81.0,-79.0
0.026000213623047053,-81.0,-79.5
0.07400007247924822,-82.0,-79.0
0.0790001869201662,-81.5,-79.5
0.010999870300293146,-82.5,-79.5
0.014000129699707209,-82.0,-79.5
0.0400001525878908,-81.5,-79.5
0.030999851226806818,-81.0,-79.5
0.04800004959106463,-80.5,-79.0
0.03599996566772479,-80.5,-79.0
0.055000019073486506,-81.0,-79.5
